"","...1","LC","T_MAPCODE","n","km2","mapwaps"
"2880",10418,2,"SKv2",4271,1.7084,99
"2881",10419,3,"SKv2",537,0.2148,99
"2882",10420,4,"SKv2",170,0.068,99
"2883",10421,5,"SKv2",558,0.2232,99
"2884",10422,6,"SKv2",55,0.022,99
"2885",10425,1,"SKv3",2257476,902.9904,99
"2886",10426,2,"SKv3",30476,12.1904,99
"2887",10427,3,"SKv3",432,0.1728,99
"2888",10428,4,"SKv3",1707,0.6828,99
"2889",10429,5,"SKv3",31182,12.4728,99
"2890",10430,6,"SKv3",8,0.0032,99
"2891",10431,7,"SKv3",150,0.06,99
"2892",10433,1,"SKv4",3283951,1313.5804,99
"2893",10434,2,"SKv4",8871,3.5484,99
"2894",10435,3,"SKv4",250,0.1,99
"2895",10436,4,"SKv4",1816,0.7264,99
"2896",10437,5,"SKv4",1011,0.4044,99
"2897",10438,6,"SKv4",5,0.002,99
"2898",10439,7,"SKv4",17,0.0068,99
"2899",10441,1,"SKv5",17309553,6923.8212,99
"2900",10442,2,"SKv5",78681,31.4724,99
"2901",10443,3,"SKv5",4019,1.6076,99
"2902",10444,4,"SKv5",24197,9.6788,99
"2903",10445,5,"SKv5",51791,20.7164,99
"2904",10446,6,"SKv5",2346,0.9384,99
"2905",10447,7,"SKv5",179,0.0716,99
"2906",10449,1,"SKv6",11687163,4674.8652,99
"2907",10450,2,"SKv6",47562,19.0248,99
"2908",10451,3,"SKv6",5335,2.134,99
"2909",10452,4,"SKv6",22558,9.0232,99
"2910",10453,5,"SKv6",21263,8.5052,99
"2911",10454,6,"SKv6",1931,0.7724,99
"2912",10455,7,"SKv6",411,0.1644,99
"2913",10457,1,"SKv7",1240630,496.252,99
"2914",10458,2,"SKv7",108255,43.302,99
"2915",10459,3,"SKv7",11865,4.746,99
"2916",10460,4,"SKv7",53037,21.2148,99
"2917",10461,5,"SKv7",216851,86.7404,99
"2918",10462,6,"SKv7",969,0.3876,99
"2919",10463,7,"SKv7",1781,0.7124,99
"2920",10465,1,"SKv8",9829482,3931.7928,99
"2921",10466,2,"SKv8",175422,70.1688,99
"2922",10467,3,"SKv8",12296,4.9184,99
"2923",10468,4,"SKv8",37403,14.9612,99
"2924",10469,5,"SKv8",215198,86.0792,99
"2925",10470,6,"SKv8",1644,0.6576,99
"2926",10471,7,"SKv8",1117,0.4468,99
"2927",10473,1,"SVcb1",12772198,5108.8792,99
"2928",10474,2,"SVcb1",1652530,661.012,99
"2929",10475,3,"SVcb1",35038,14.0152,99
"2930",10476,4,"SVcb1",100734,40.2936,99
"2931",10477,5,"SVcb1",1958883,783.5532,99
"2932",10478,6,"SVcb1",104380,41.752,99
"2933",10479,7,"SVcb1",4879,1.9516,99
"2934",10481,1,"SVcb10",2299158,919.6632,99
"2935",10482,2,"SVcb10",397275,158.91,99
"2936",10483,3,"SVcb10",6199,2.4796,99
"2937",10484,4,"SVcb10",252356,100.9424,99
"2938",10485,5,"SVcb10",446022,178.4088,99
"2939",10486,6,"SVcb10",39790,15.916,99
"2940",10487,7,"SVcb10",164572,65.8288,99
"2941",10489,1,"SVcb11",6234097,2493.6388,99
"2942",10490,2,"SVcb11",541727,216.6908,99
"2943",10491,3,"SVcb11",41872,16.7488,99
"2944",10492,4,"SVcb11",428600,171.44,99
"2945",10493,5,"SVcb11",858603,343.4412,99
"2946",10494,6,"SVcb11",12125,4.85,99
"2947",10495,7,"SVcb11",97067,38.8268,99
"2948",10497,1,"SVcb12",27157212,10862.8848,99
"2949",10498,2,"SVcb12",5292752,2117.1008,99
"2950",10499,3,"SVcb12",284070,113.628,99
"2951",10500,4,"SVcb12",4030637,1612.2548,99
"2952",10501,5,"SVcb12",6500427,2600.1708,99
"2953",10502,6,"SVcb12",53230,21.292,99
"2954",10503,7,"SVcb12",141902,56.7608,99
"2955",10505,1,"SVcb13",4801089,1920.4356,99
"2956",10506,2,"SVcb13",170811,68.3244,99
"2957",10507,3,"SVcb13",14172,5.6688,99
"2958",10508,4,"SVcb13",102133,40.8532,99
"2959",10509,5,"SVcb13",64183,25.6732,99
"2960",10510,6,"SVcb13",4457,1.7828,99
"2961",10511,7,"SVcb13",8912,3.5648,99
"2962",10513,1,"SVcb14",1103068,441.2272,99
"2963",10514,2,"SVcb14",393345,157.338,99
"2964",10515,3,"SVcb14",63691,25.4764,99
"2965",10516,4,"SVcb14",35832,14.3328,99
"2966",10517,5,"SVcb14",299890,119.956,99
"2967",10518,6,"SVcb14",1020,0.408,99
"2968",10519,7,"SVcb14",2884,1.1536,99
"2969",10521,1,"SVcb15",7140831,2856.3324,99
"2970",10522,2,"SVcb15",2980970,1192.388,99
"2971",10523,3,"SVcb15",57265,22.906,99
"2972",10524,4,"SVcb15",1044276,417.7104,99
"2973",10525,5,"SVcb15",6728148,2691.2592,99
"2974",10526,6,"SVcb15",21715,8.686,99
"2975",10527,7,"SVcb15",22333,8.9332,99
"2976",10529,1,"SVcb16",24702018,9880.8072,99
"2977",10530,2,"SVcb16",2358732,943.4928,99
"2978",10531,3,"SVcb16",80620,32.248,99
"2979",10532,4,"SVcb16",1413534,565.4136,99
"2980",10533,5,"SVcb16",1604724,641.8896,99
"2981",10534,6,"SVcb16",19862,7.9448,99
"2982",10535,7,"SVcb16",15875,6.35,99
"2983",10537,1,"SVcb17",20536615,8214.646,99
"2984",10538,2,"SVcb17",943333,377.3332,99
"2985",10539,3,"SVcb17",24536,9.8144,99
"2986",10540,4,"SVcb17",55800,22.32,99
"2987",10541,5,"SVcb17",644372,257.7488,99
"2988",10542,6,"SVcb17",25338,10.1352,99
"2989",10543,7,"SVcb17",23084,9.2336,99
"2990",10545,1,"SVcb18",12754556,5101.8224,99
"2991",10546,2,"SVcb18",1422249,568.8996,99
"2992",10547,3,"SVcb18",14308,5.7232,99
"2993",10548,4,"SVcb18",495197,198.0788,99
"2994",10549,5,"SVcb18",1540365,616.146,99
"2995",10550,6,"SVcb18",4062,1.6248,99
"2996",10551,7,"SVcb18",10163,4.0652,99
"2997",10553,1,"SVcb19",26664292,10665.7168,99
"2998",10554,2,"SVcb19",969755,387.902,99
"2999",10555,3,"SVcb19",12736,5.0944,99
"3000",10556,4,"SVcb19",274226,109.6904,99
"3001",10557,5,"SVcb19",2015155,806.062,99
"3002",10558,6,"SVcb19",95547,38.2188,99
"3003",10559,7,"SVcb19",22437,8.9748,99
"3004",10561,1,"SVcb2",2689641,1075.8564,99
"3005",10562,2,"SVcb2",27781,11.1124,99
"3006",10563,3,"SVcb2",337,0.1348,99
"3007",10564,4,"SVcb2",31217,12.4868,99
"3008",10565,5,"SVcb2",15449,6.1796,99
"3009",10566,6,"SVcb2",3311,1.3244,99
"3010",10567,7,"SVcb2",995,0.398,99
"3011",10569,1,"SVcb20",14657265,5862.906,99
"3012",10570,2,"SVcb20",3646337,1458.5348,99
"3013",10571,3,"SVcb20",27093,10.8372,99
"3014",10572,4,"SVcb20",1326741,530.6964,99
"3015",10573,5,"SVcb20",3992345,1596.938,99
"3016",10574,6,"SVcb20",82306,32.9224,99
"3017",10575,7,"SVcb20",116109,46.4436,99
"3018",10577,1,"SVcb21",4643174,1857.2696,99
"3019",10578,2,"SVcb21",280035,112.014,99
"3020",10579,3,"SVcb21",19539,7.8156,99
"3021",10580,4,"SVcb21",311294,124.5176,99
"3022",10581,5,"SVcb21",182939,73.1756,99
"3023",10582,6,"SVcb21",689,0.2756,99
"3024",10583,7,"SVcb21",29524,11.8096,99
"3025",10593,1,"SVcb23",6297762,2519.1048,99
"3026",10594,2,"SVcb23",1419218,567.6872,99
"3027",10595,3,"SVcb23",18309,7.3236,99
"3028",10596,4,"SVcb23",1428187,571.2748,99
"3029",10597,5,"SVcb23",1918379,767.3516,99
"3030",10598,6,"SVcb23",19171,7.6684,99
"3031",10599,7,"SVcb23",12295,4.918,99
"3032",10601,1,"SVcb24",1491792,596.7168,99
"3033",10602,2,"SVcb24",82712,33.0848,99
"3034",10603,3,"SVcb24",900,0.36,99
"3035",10604,4,"SVcb24",48486,19.3944,99
"3036",10605,5,"SVcb24",33912,13.5648,99
"3037",10606,6,"SVcb24",1448,0.5792,99
"3038",10607,7,"SVcb24",8025,3.21,99
"3039",10609,1,"SVcb25",2059943,823.9772,99
"3040",10610,2,"SVcb25",47911,19.1644,99
"3041",10611,3,"SVcb25",117,0.0468,99
"3042",10612,4,"SVcb25",60787,24.3148,99
"3043",10613,5,"SVcb25",56949,22.7796,99
"3044",10614,6,"SVcb25",1185,0.474,99
"3045",10615,7,"SVcb25",1418,0.5672,99
"3046",10617,1,"SVcb26",4369663,1747.8652,99
"3047",10618,2,"SVcb26",155360,62.144,99
"3048",10619,3,"SVcb26",2780,1.112,99
"3049",10620,4,"SVcb26",177228,70.8912,99
"3050",10621,5,"SVcb26",278536,111.4144,99
"3051",10622,6,"SVcb26",2622,1.0488,99
"3052",10623,7,"SVcb26",13853,5.5412,99
"3053",10625,1,"SVcb27",3025260,1210.104,99
"3054",10626,2,"SVcb27",862335,344.934,99
"3055",10627,3,"SVcb27",9411,3.7644,99
"3056",10628,4,"SVcb27",1082809,433.1236,99
"3057",10629,5,"SVcb27",1246474,498.5896,99
"3058",10630,6,"SVcb27",80570,32.228,99
"3059",10631,7,"SVcb27",226,0.0904,99
"3060",10633,1,"SVcb28",4524642,1809.8568,99
"3061",10634,2,"SVcb28",316580,126.632,99
"3062",10635,3,"SVcb28",52365,20.946,99
"3063",10636,4,"SVcb28",360082,144.0328,99
"3064",10637,5,"SVcb28",464023,185.6092,99
"3065",10638,6,"SVcb28",72550,29.02,99
"3066",10639,7,"SVcb28",120,0.048,99
"3067",10641,1,"SVcb29",934152,373.6608,99
"3068",10642,2,"SVcb29",18560,7.424,99
"3069",10643,3,"SVcb29",905,0.362,99
"3070",10644,4,"SVcb29",7217,2.8868,99
"3071",10645,5,"SVcb29",8403,3.3612,99
"3072",10646,6,"SVcb29",799,0.3196,99
"3073",10647,7,"SVcb29",406,0.1624,99
"3074",10649,1,"SVcb3",2223965,889.586,99
"3075",10650,2,"SVcb3",459106,183.6424,99
"3076",10651,3,"SVcb3",36174,14.4696,99
"3077",10652,4,"SVcb3",224303,89.7212,99
"3078",10653,5,"SVcb3",373088,149.2352,99
"3079",10654,6,"SVcb3",2361,0.9444,99
"3080",10655,7,"SVcb3",11058,4.4232,99
"3081",10657,1,"SVcb4",9154679,3661.8716,99
"3082",10658,2,"SVcb4",497288,198.9152,99
"3083",10659,3,"SVcb4",19572,7.8288,99
"3084",10660,4,"SVcb4",156613,62.6452,99
"3085",10661,5,"SVcb4",369079,147.6316,99
"3086",10662,6,"SVcb4",24486,9.7944,99
"3087",10663,7,"SVcb4",84459,33.7836,99
"3088",10665,1,"SVcb5",899529,359.8116,99
"3089",10666,2,"SVcb5",8893,3.5572,99
"3090",10667,3,"SVcb5",171,0.0684,99
"3091",10668,4,"SVcb5",9097,3.6388,99
"3092",10670,6,"SVcb5",1,4e-04,99
"3093",10671,7,"SVcb5",68,0.0272,99
"3094",10673,1,"SVcb6",1772449,708.9796,99
"3095",10674,2,"SVcb6",1426552,570.6208,99
"3096",10675,3,"SVcb6",67826,27.1304,99
"3097",10676,4,"SVcb6",1287169,514.8676,99
"3098",10677,5,"SVcb6",900957,360.3828,99
"3099",10678,6,"SVcb6",191691,76.6764,99
"3100",10679,7,"SVcb6",66101,26.4404,99
"3101",10681,1,"SVcb7",902377,360.9508,99
"3102",10682,2,"SVcb7",95569,38.2276,99
"3103",10683,3,"SVcb7",5699,2.2796,99
"3104",10684,4,"SVcb7",152070,60.828,99
"3105",10685,5,"SVcb7",30404,12.1616,99
"3106",10686,6,"SVcb7",40176,16.0704,99
"3107",10687,7,"SVcb7",2026,0.8104,99
"3108",10689,1,"SVcb8",2108405,843.362,99
"3109",10690,2,"SVcb8",750442,300.1768,99
"3110",10691,3,"SVcb8",65446,26.1784,99
"3111",10692,4,"SVcb8",611160,244.464,99
"3112",10693,5,"SVcb8",838431,335.3724,99
"3113",10694,6,"SVcb8",49506,19.8024,99
"3114",10695,7,"SVcb8",160094,64.0376,99
"3115",10697,1,"SVcb9",6482532,2593.0128,99
"3116",10698,2,"SVcb9",421289,168.5156,99
"3117",10699,3,"SVcb9",13158,5.2632,99
"3118",10700,4,"SVcb9",325798,130.3192,99
"3119",10701,5,"SVcb9",379756,151.9024,99
"3120",10702,6,"SVcb9",12251,4.9004,99
"3121",10703,7,"SVcb9",126546,50.6184,99
"3122",10705,1,"SVk1",30004927,12001.9708,99
"3123",10706,2,"SVk1",3025951,1210.3804,99
"3124",10707,3,"SVk1",1613,0.6452,99
"3125",10708,4,"SVk1",234390,93.756,99
"3126",10709,5,"SVk1",5289421,2115.7684,99
"3127",10710,6,"SVk1",3854,1.5416,99
"3128",10711,7,"SVk1",18171,7.2684,99
"3129",10713,1,"SVk10",13849211,5539.6844,99
"3130",10714,2,"SVk10",288610,115.444,99
"3131",10715,3,"SVk10",1872,0.7488,99
"3132",10716,4,"SVk10",127013,50.8052,99
"3133",10717,5,"SVk10",234865,93.946,99
"3134",10718,6,"SVk10",91260,36.504,99
"3135",10719,7,"SVk10",4645,1.858,99
"3136",10721,1,"SVk11",34061702,13624.6808,99
"3137",10722,2,"SVk11",469238,187.6952,99
"3138",10723,3,"SVk11",1493,0.5972,99
"3139",10724,4,"SVk11",142107,56.8428,99
"3140",10725,5,"SVk11",59035,23.614,99
"3141",10726,6,"SVk11",6626,2.6504,99
"3142",10727,7,"SVk11",3209,1.2836,99
"3143",10729,1,"SVk12",18131720,7252.688,99
"3144",10730,2,"SVk12",189008,75.6032,99
"3145",10731,3,"SVk12",3297,1.3188,99
"3146",10732,4,"SVk12",99907,39.9628,99
"3147",10733,5,"SVk12",3902,1.5608,99
"3148",10734,6,"SVk12",203375,81.35,99
"3149",10735,7,"SVk12",228,0.0912,99
"3150",10737,1,"SVk13",21023138,8409.2552,99
"3151",10738,2,"SVk13",133829,53.5316,99
"3152",10739,3,"SVk13",6319,2.5276,99
"3153",10740,4,"SVk13",62396,24.9584,99
"3154",10741,5,"SVk13",29125,11.65,99
"3155",10742,6,"SVk13",38210,15.284,99
"3156",10743,7,"SVk13",1220,0.488,99
"3157",10745,1,"SVk14",2202056,880.8224,99
"3158",10746,2,"SVk14",45133,18.0532,99
"3159",10747,3,"SVk14",1320,0.528,99
"3160",10748,4,"SVk14",10309,4.1236,99
"3161",10749,5,"SVk14",2916,1.1664,99
"3162",10750,6,"SVk14",61173,24.4692,99
"3163",10751,7,"SVk14",153,0.0612,99
"3164",10753,1,"SVk15",4043037,1617.2148,99
"3165",10754,2,"SVk15",5744,2.2976,99
"3166",10755,3,"SVk15",470,0.188,99
"3167",10756,4,"SVk15",2608,1.0432,99
"3168",10758,6,"SVk15",253,0.1012,99
"3169",10761,1,"SVk16",19764413,7905.7652,99
"3170",10762,2,"SVk16",23166,9.2664,99
"3171",10763,3,"SVk16",38,0.0152,99
"3172",10764,4,"SVk16",8666,3.4664,99
"3173",10765,5,"SVk16",26,0.0104,99
"3174",10766,6,"SVk16",173,0.0692,99
"3175",10769,1,"SVk17",9378930,3751.572,99
"3176",10770,2,"SVk17",2052985,821.194,99
"3177",10771,3,"SVk17",46005,18.402,99
"3178",10772,4,"SVk17",1176106,470.4424,99
"3179",10773,5,"SVk17",5396569,2158.6276,99
"3180",10774,6,"SVk17",20594,8.2376,99
"3181",10775,7,"SVk17",17272,6.9088,99
"3182",10777,1,"SVk18",2382623,953.0492,99
"3183",10778,2,"SVk18",63334,25.3336,99
"3184",10779,3,"SVk18",381,0.1524,99
"3185",10780,4,"SVk18",27935,11.174,99
"3186",10781,5,"SVk18",8411,3.3644,99
"3187",10782,6,"SVk18",15832,6.3328,99
"3188",10783,7,"SVk18",493,0.1972,99
"3189",10785,1,"SVk2",8068556,3227.4224,99
"3190",10786,2,"SVk2",867527,347.0108,99
"3191",10787,3,"SVk2",15980,6.392,99
"3192",10788,4,"SVk2",82960,33.184,99
"3193",10789,5,"SVk2",1423782,569.5128,99
"3194",10790,6,"SVk2",27892,11.1568,99
"3195",10791,7,"SVk2",29685,11.874,99
"3196",10793,1,"SVk3",1440658,576.2632,99
"3197",10794,2,"SVk3",469095,187.638,99
"3198",10795,3,"SVk3",4372,1.7488,99
"3199",10796,4,"SVk3",43621,17.4484,99
"3200",10797,5,"SVk3",1443607,577.4428,99
"3201",10798,6,"SVk3",7014,2.8056,99
"3202",10799,7,"SVk3",8964,3.5856,99
"3203",10801,1,"SVk4",31138368,12455.3472,99
"3204",10802,2,"SVk4",2057625,823.05,99
"3205",10803,3,"SVk4",74109,29.6436,99
"3206",10804,4,"SVk4",475172,190.0688,99
"3207",10805,5,"SVk4",7655725,3062.29,99
"3208",10806,6,"SVk4",122064,48.8256,99
"3209",10807,7,"SVk4",101355,40.542,99
"3210",10809,1,"SVk5",3545854,1418.3416,99
"3211",10810,2,"SVk5",42093,16.8372,99
"3212",10811,3,"SVk5",8041,3.2164,99
"3213",10812,4,"SVk5",7604,3.0416,99
"3214",10813,5,"SVk5",30048,12.0192,99
"3215",10814,6,"SVk5",10129,4.0516,99
"3216",10815,7,"SVk5",940,0.376,99
"3217",10817,1,"SVk6",10550948,4220.3792,99
"3218",10818,2,"SVk6",721236,288.4944,99
"3219",10819,3,"SVk6",87601,35.0404,99
"3220",10820,4,"SVk6",318151,127.2604,99
"3221",10821,5,"SVk6",1541262,616.5048,99
"3222",10822,6,"SVk6",38416,15.3664,99
"3223",10823,7,"SVk6",27020,10.808,99
"3224",10825,1,"SVk7",32781587,13112.6348,99
"3225",10826,2,"SVk7",244629,97.8516,99
"3226",10827,3,"SVk7",37075,14.83,99
"3227",10828,4,"SVk7",173487,69.3948,99
"3228",10829,5,"SVk7",103750,41.5,99
"3229",10830,6,"SVk7",43493,17.3972,99
"3230",10831,7,"SVk7",17438,6.9752,99
"3231",10833,1,"SVk8",8089496,3235.7984,99
"3232",10834,2,"SVk8",164129,65.6516,99
"3233",10835,3,"SVk8",11076,4.4304,99
"3234",10836,4,"SVk8",82461,32.9844,99
"3235",10837,5,"SVk8",50526,20.2104,99
"3236",10838,6,"SVk8",2194,0.8776,99
"3237",10839,7,"SVk8",8888,3.5552,99
"3238",10841,1,"SVk9",13760624,5504.2496,99
"3239",10842,2,"SVk9",180923,72.3692,99
"3240",10843,3,"SVk9",3284,1.3136,99
"3241",10844,4,"SVk9",386436,154.5744,99
"3242",10845,5,"SVk9",9031,3.6124,99
"3243",10846,6,"SVk9",106922,42.7688,99
"3244",10847,7,"SVk9",1779,0.7116,99
"3245",10849,1,"SVkd1",92511799,37004.7196,99
"3246",10850,2,"SVkd1",66412,26.5648,99
"3247",10851,3,"SVkd1",4854,1.9416,99
"3248",10852,4,"SVkd1",40601,16.2404,99
"3249",10853,5,"SVkd1",26851,10.7404,99
"3250",10854,6,"SVkd1",16482,6.5928,99
"3251",10855,7,"SVkd1",177,0.0708,99
"3252",10857,1,"SVkd2",5598779,2239.5116,99
"3253",10858,2,"SVkd2",4515,1.806,99
"3254",10859,3,"SVkd2",40,0.016,99
"3255",10860,4,"SVkd2",2573,1.0292,99
"3256",10862,6,"SVkd2",27,0.0108,99
"3257",10865,1,"SVkd3",7245296,2898.1184,99
"3258",10866,2,"SVkd3",661,0.2644,99
"3259",10867,3,"SVkd3",2,8e-04,99
"3260",10868,4,"SVkd3",541,0.2164,99
"3261",10873,1,"SVkd4",1905636,762.2544,99
"3262",10874,2,"SVkd4",299,0.1196,99
"3263",10876,4,"SVkd4",239,0.0956,99
"3264",10881,1,"SVl1",957890,383.156,99
"3265",10882,2,"SVl1",67451,26.9804,99
"3266",10883,3,"SVl1",5561,2.2244,99
"3267",10884,4,"SVl1",40988,16.3952,99
"3268",10885,5,"SVl1",50261,20.1044,99
"3269",10886,6,"SVl1",163,0.0652,99
"3270",10889,1,"SVl10",695567,278.2268,99
"3271",10890,2,"SVl10",195528,78.2112,99
"3272",10891,3,"SVl10",129,0.0516,99
"3273",10892,4,"SVl10",155917,62.3668,99
"3274",10893,5,"SVl10",44108,17.6432,99
"3275",10894,6,"SVl10",1553,0.6212,99
"3276",10895,7,"SVl10",641,0.2564,99
"3277",10897,1,"SVl11",1453207,581.2828,99
"3278",10898,2,"SVl11",17735,7.094,99
"3279",10899,3,"SVl11",358,0.1432,99
"3280",10900,4,"SVl11",60651,24.2604,99
"3281",10901,5,"SVl11",4307,1.7228,99
"3282",10902,6,"SVl11",19,0.0076,99
"3283",10903,7,"SVl11",3,0.0012,99
"3284",10905,1,"SVl12",920964,368.3856,99
"3285",10906,2,"SVl12",95063,38.0252,99
"3286",10907,3,"SVl12",1664,0.6656,99
"3287",10908,4,"SVl12",22704,9.0816,99
"3288",10909,5,"SVl12",79047,31.6188,99
"3289",10910,6,"SVl12",3375,1.35,99
"3290",10911,7,"SVl12",48170,19.268,99
"3291",10913,1,"SVl13",158099,63.2396,99
"3292",10914,2,"SVl13",14657,5.8628,99
"3293",10915,3,"SVl13",390,0.156,99
"3294",10916,4,"SVl13",1427,0.5708,99
"3295",10917,5,"SVl13",22316,8.9264,99
"3296",10918,6,"SVl13",983,0.3932,99
"3297",10919,7,"SVl13",22848,9.1392,99
"3298",10921,1,"SVl14",8551553,3420.6212,99
"3299",10922,2,"SVl14",382476,152.9904,99
"3300",10923,3,"SVl14",63975,25.59,99
"3301",10924,4,"SVl14",250103,100.0412,99
"3302",10925,5,"SVl14",1878187,751.2748,99
"3303",10926,6,"SVl14",266,0.1064,99
"3304",10927,7,"SVl14",24221,9.6884,99
"3305",10929,1,"SVl15",3359340,1343.736,99
"3306",10930,2,"SVl15",1943,0.7772,99
"3307",10931,3,"SVl15",1826,0.7304,99
"3308",10932,4,"SVl15",1347,0.5388,99
"3309",10934,6,"SVl15",64,0.0256,99
"3310",10937,1,"SVl16",5629764,2251.9056,99
"3311",10938,2,"SVl16",262612,105.0448,99
"3312",10939,3,"SVl16",18231,7.2924,99
"3313",10940,4,"SVl16",283436,113.3744,99
"3314",10941,5,"SVl16",269075,107.63,99
"3315",10942,6,"SVl16",16,0.0064,99
"3316",10945,1,"SVl17",106631,42.6524,99
"3317",10946,2,"SVl17",42836,17.1344,99
"3318",10947,3,"SVl17",202,0.0808,99
"3319",10948,4,"SVl17",138601,55.4404,99
"3320",10949,5,"SVl17",48556,19.4224,99
"3321",10951,7,"SVl17",30,0.012,99
"3322",10953,1,"SVl18",2162533,865.0132,99
"3323",10954,2,"SVl18",207145,82.858,99
"3324",10955,3,"SVl18",4742,1.8968,99
"3325",10956,4,"SVl18",294321,117.7284,99
"3326",10957,5,"SVl18",104494,41.7976,99
"3327",10958,6,"SVl18",49,0.0196,99
"3328",10959,7,"SVl18",37701,15.0804,99
"3329",10961,1,"SVl19",201940,80.776,99
"3330",10962,2,"SVl19",21382,8.5528,99
"3331",10963,3,"SVl19",503,0.2012,99
"3332",10964,4,"SVl19",143812,57.5248,99
"3333",10965,5,"SVl19",14610,5.844,99
"3334",10966,6,"SVl19",117,0.0468,99
"3335",10969,1,"SVl2",459571,183.8284,99
"3336",10970,2,"SVl2",52,0.0208,99
"3337",10971,3,"SVl2",4,0.0016,99
"3338",10974,6,"SVl2",7,0.0028,99
"3339",10977,1,"SVl20",1621620,648.648,99
"3340",10978,2,"SVl20",737098,294.8392,99
"3341",10979,3,"SVl20",282879,113.1516,99
"3342",10980,4,"SVl20",576998,230.7992,99
"3343",10981,5,"SVl20",860680,344.272,99
"3344",10982,6,"SVl20",2526,1.0104,99
"3345",10983,7,"SVl20",31011,12.4044,99
"3346",10985,1,"SVl21",671427,268.5708,99
"3347",10986,2,"SVl21",60151,24.0604,99
"3348",10987,3,"SVl21",5384,2.1536,99
"3349",10988,4,"SVl21",55319,22.1276,99
"3350",10989,5,"SVl21",45396,18.1584,99
"3351",10990,6,"SVl21",1,4e-04,99
"3352",10991,7,"SVl21",58,0.0232,99
"3353",10993,1,"SVl22",9204195,3681.678,99
"3354",10994,2,"SVl22",1417300,566.92,99
"3355",10995,3,"SVl22",5234,2.0936,99
"3356",10996,4,"SVl22",961035,384.414,99
"3357",10997,5,"SVl22",1102788,441.1152,99
"3358",10998,6,"SVl22",55,0.022,99
"3359",10999,7,"SVl22",243415,97.366,99
"3360",11001,1,"SVl23",14260751,5704.3004,99
"3361",11002,2,"SVl23",2715134,1086.0536,99
"3362",11003,3,"SVl23",60422,24.1688,99
"3363",11004,4,"SVl23",1488673,595.4692,99
"3364",11005,5,"SVl23",2850842,1140.3368,99
"3365",11006,6,"SVl23",27401,10.9604,99
"3366",11007,7,"SVl23",8677,3.4708,99
"3367",11009,1,"SVl24",455700,182.28,99
"3368",11010,2,"SVl24",413884,165.5536,99
"3369",11011,3,"SVl24",3300,1.32,99
"3370",11012,4,"SVl24",458273,183.3092,99
"3371",11013,5,"SVl24",389963,155.9852,99
"3372",11014,6,"SVl24",126,0.0504,99
"3373",11015,7,"SVl24",15314,6.1256,99
"3374",11017,1,"SVl25",1182332,472.9328,99
"3375",11018,2,"SVl25",168351,67.3404,99
"3376",11019,3,"SVl25",1438,0.5752,99
"3377",11020,4,"SVl25",231723,92.6892,99
"3378",11021,5,"SVl25",46049,18.4196,99
"3379",11022,6,"SVl25",28,0.0112,99
"3380",11023,7,"SVl25",21632,8.6528,99
"3381",11025,1,"SVl26",1275860,510.344,99
"3382",11026,2,"SVl26",107911,43.1644,99
"3383",11027,3,"SVl26",26,0.0104,99
"3384",11028,4,"SVl26",229596,91.8384,99
"3385",11029,5,"SVl26",36903,14.7612,99
"3386",11030,6,"SVl26",59,0.0236,99
"3387",11031,7,"SVl26",108670,43.468,99
"3388",11033,1,"SVl27",403672,161.4688,99
"3389",11034,2,"SVl27",18598,7.4392,99
"3390",11035,3,"SVl27",187,0.0748,99
"3391",11036,4,"SVl27",52914,21.1656,99
"3392",11037,5,"SVl27",8225,3.29,99
"3393",11038,6,"SVl27",23,0.0092,99
"3394",11039,7,"SVl27",9175,3.67,99
"3395",11041,1,"SVl3",34329359,13731.7436,99
"3396",11042,2,"SVl3",3299023,1319.6092,99
"3397",11043,3,"SVl3",189393,75.7572,99
"3398",11044,4,"SVl3",2282728,913.0912,99
"3399",11045,5,"SVl3",4929253,1971.7012,99
"3400",11046,6,"SVl3",20825,8.33,99
"3401",11047,7,"SVl3",19078,7.6312,99
"3402",11049,1,"SVl4",4920134,1968.0536,99
"3403",11050,2,"SVl4",109731,43.8924,99
"3404",11051,3,"SVl4",44698,17.8792,99
"3405",11052,4,"SVl4",24126,9.6504,99
"3406",11053,5,"SVl4",1704737,681.8948,99
"3407",11054,6,"SVl4",64,0.0256,99
"3408",11055,7,"SVl4",1621,0.6484,99
"3409",11057,1,"SVl5",7438423,2975.3692,99
"3410",11058,2,"SVl5",199729,79.8916,99
"3411",11059,3,"SVl5",13732,5.4928,99
"3412",11060,4,"SVl5",95519,38.2076,99
"3413",11061,5,"SVl5",1175868,470.3472,99
"3414",11062,6,"SVl5",298,0.1192,99
"3415",11063,7,"SVl5",2171,0.8684,99
"3416",11065,1,"SVl6",1753431,701.3724,99
"3417",11066,2,"SVl6",1243,0.4972,99
"3418",11067,3,"SVl6",201,0.0804,99
"3419",11068,4,"SVl6",2281,0.9124,99
"3420",11070,6,"SVl6",27,0.0108,99
"3421",11073,1,"SVl7",652518,261.0072,99
"3422",11074,2,"SVl7",40448,16.1792,99
"3423",11075,3,"SVl7",63,0.0252,99
"3424",11076,4,"SVl7",26077,10.4308,99
"3425",11077,5,"SVl7",6321,2.5284,99
"3426",11078,6,"SVl7",360,0.144,99
"3427",11079,7,"SVl7",9,0.0036,99
"3428",11081,1,"SVl8",4080059,1632.0236,99
"3429",11082,2,"SVl8",1066051,426.4204,99
