"","LC","T_MAPCODE","n","km2","um"
"2628",5,"SVcb21",397666,159.0664,99
"2629",6,"SVcb21",904,0.3616,99
"2630",7,"SVcb21",663202,265.2808,99
"2631",1,"SVcb22",1329,0.5316,99
"2632",2,"SVcb22",176,0.0704,99
"2633",1,"SVcb23",6297762,2519.1048,99
"2634",2,"SVcb23",1419218,567.6872,99
"2635",3,"SVcb23",18309,7.3236,99
"2636",4,"SVcb23",1428187,571.2748,99
"2637",5,"SVcb23",1918379,767.3516,99
"2638",6,"SVcb23",19171,7.6684,99
"2639",7,"SVcb23",12295,4.918,99
"2640",1,"SVcb24",1491792,596.7168,99
"2641",2,"SVcb24",82712,33.0848,99
"2642",3,"SVcb24",900,0.36,99
"2643",4,"SVcb24",48486,19.3944,99
"2644",5,"SVcb24",33912,13.5648,99
"2645",6,"SVcb24",1448,0.5792,99
"2646",7,"SVcb24",8025,3.21,99
"2647",1,"SVcb25",2059943,823.9772,99
"2648",2,"SVcb25",47911,19.1644,99
"2649",3,"SVcb25",117,0.0468,99
"2650",4,"SVcb25",60787,24.3148,99
"2651",5,"SVcb25",56949,22.7796,99
"2652",6,"SVcb25",1185,0.474,99
"2653",7,"SVcb25",1418,0.5672,99
"2654",1,"SVcb26",4369663,1747.8652,99
"2655",2,"SVcb26",155360,62.144,99
"2656",3,"SVcb26",2780,1.112,99
"2657",4,"SVcb26",177228,70.8912,99
"2658",5,"SVcb26",278536,111.4144,99
"2659",6,"SVcb26",2622,1.0488,99
"2660",7,"SVcb26",13853,5.5412,99
"2661",1,"SVcb27",3025260,1210.104,99
"2662",2,"SVcb27",862335,344.934,99
"2663",3,"SVcb27",9411,3.7644,99
"2664",4,"SVcb27",1082809,433.1236,99
"2665",5,"SVcb27",1246474,498.5896,99
"2666",6,"SVcb27",80570,32.228,99
"2667",7,"SVcb27",226,0.0904,99
"2668",1,"SVcb28",4524642,1809.8568,99
"2669",2,"SVcb28",316580,126.632,99
"2670",3,"SVcb28",52365,20.946,99
"2671",4,"SVcb28",360082,144.0328,99
"2672",5,"SVcb28",464023,185.6092,99
"2673",6,"SVcb28",72550,29.02,99
"2674",7,"SVcb28",120,0.048,99
"2675",1,"SVcb29",934152,373.6608,99
"2676",2,"SVcb29",18560,7.424,99
"2677",3,"SVcb29",905,0.362,99
"2678",4,"SVcb29",7217,2.8868,99
"2679",5,"SVcb29",8403,3.3612,99
"2680",6,"SVcb29",799,0.3196,99
"2681",7,"SVcb29",406,0.1624,99
"2682",1,"SVcb3",2223965,889.586,99
"2683",2,"SVcb3",459106,183.6424,99
"2684",3,"SVcb3",36174,14.4696,99
"2685",4,"SVcb3",224303,89.7212,99
"2686",5,"SVcb3",373088,149.2352,99
"2687",6,"SVcb3",2361,0.9444,99
"2688",7,"SVcb3",11058,4.4232,99
"2689",NA,"SVcb3",6590,2.636,99
"2690",1,"SVcb4",9154679,3661.8716,99
"2691",2,"SVcb4",497288,198.9152,99
"2692",3,"SVcb4",19572,7.8288,99
"2693",4,"SVcb4",156613,62.6452,99
"2694",5,"SVcb4",369079,147.6316,99
"2695",6,"SVcb4",24486,9.7944,99
"2696",7,"SVcb4",84459,33.7836,99
"2697",NA,"SVcb4",95616,38.2464,99
"2698",1,"SVcb5",899529,359.8116,99
"2699",2,"SVcb5",8893,3.5572,99
"2700",3,"SVcb5",171,0.0684,99
"2701",4,"SVcb5",9097,3.6388,99
"2702",6,"SVcb5",1,4e-04,99
"2703",7,"SVcb5",68,0.0272,99
"2704",1,"SVcb6",1772449,708.9796,99
"2705",2,"SVcb6",1426552,570.6208,99
"2706",3,"SVcb6",67826,27.1304,99
"2707",4,"SVcb6",1287169,514.8676,99
"2708",5,"SVcb6",900957,360.3828,99
"2709",6,"SVcb6",191691,76.6764,99
"2710",7,"SVcb6",66101,26.4404,99
"2711",1,"SVcb7",902377,360.9508,99
"2712",2,"SVcb7",95569,38.2276,99
"2713",3,"SVcb7",5699,2.2796,99
"2714",4,"SVcb7",152070,60.828,99
"2715",5,"SVcb7",30404,12.1616,99
"2716",6,"SVcb7",40176,16.0704,99
"2717",7,"SVcb7",2026,0.8104,99
"2718",1,"SVcb8",2108405,843.362,99
"2719",2,"SVcb8",750442,300.1768,99
"2720",3,"SVcb8",65446,26.1784,99
"2721",4,"SVcb8",611160,244.464,99
"2722",5,"SVcb8",838431,335.3724,99
"2723",6,"SVcb8",49506,19.8024,99
"2724",7,"SVcb8",160094,64.0376,99
"2725",1,"SVcb9",6482532,2593.0128,99
"2726",2,"SVcb9",421289,168.5156,99
"2727",3,"SVcb9",13158,5.2632,99
"2728",4,"SVcb9",325798,130.3192,99
"2729",5,"SVcb9",379756,151.9024,99
"2730",6,"SVcb9",12251,4.9004,99
"2731",7,"SVcb9",126546,50.6184,99
"2732",NA,"SVcb9",9746,3.8984,99
"2733",1,"SVk1",30004927,12001.9708,99
"2734",2,"SVk1",3025951,1210.3804,99
"2735",3,"SVk1",1613,0.6452,99
"2736",4,"SVk1",234390,93.756,99
"2737",5,"SVk1",5289421,2115.7684,99
"2738",6,"SVk1",3854,1.5416,99
"2739",7,"SVk1",18171,7.2684,99
"2740",NA,"SVk1",34206,13.6824,99
"2741",1,"SVk10",13849211,5539.6844,99
"2742",2,"SVk10",288610,115.444,99
"2743",3,"SVk10",1872,0.7488,99
"2744",4,"SVk10",127013,50.8052,99
"2745",5,"SVk10",234865,93.946,99
"2746",6,"SVk10",91260,36.504,99
"2747",7,"SVk10",4645,1.858,99
"2748",1,"SVk11",34061702,13624.6808,99
"2749",2,"SVk11",469238,187.6952,99
"2750",3,"SVk11",1493,0.5972,99
"2751",4,"SVk11",142107,56.8428,99
"2752",5,"SVk11",59035,23.614,99
"2753",6,"SVk11",6626,2.6504,99
"2754",7,"SVk11",3209,1.2836,99
"2755",NA,"SVk11",126126,50.4504,99
"2756",1,"SVk12",18131720,7252.688,99
"2757",2,"SVk12",189008,75.6032,99
"2758",3,"SVk12",3297,1.3188,99
"2759",4,"SVk12",99907,39.9628,99
"2760",5,"SVk12",3902,1.5608,99
"2761",6,"SVk12",203375,81.35,99
"2762",7,"SVk12",228,0.0912,99
"2763",1,"SVk13",21023138,8409.2552,99
"2764",2,"SVk13",133829,53.5316,99
"2765",3,"SVk13",6319,2.5276,99
"2766",4,"SVk13",62396,24.9584,99
"2767",5,"SVk13",29125,11.65,99
"2768",6,"SVk13",38210,15.284,99
"2769",7,"SVk13",1220,0.488,99
"2770",1,"SVk14",2202056,880.8224,99
"2771",2,"SVk14",45133,18.0532,99
"2772",3,"SVk14",1320,0.528,99
"2773",4,"SVk14",10309,4.1236,99
"2774",5,"SVk14",2916,1.1664,99
"2775",6,"SVk14",61173,24.4692,99
"2776",7,"SVk14",153,0.0612,99
"2777",1,"SVk15",4043037,1617.2148,99
"2778",2,"SVk15",5744,2.2976,99
"2779",3,"SVk15",470,0.188,99
"2780",4,"SVk15",2608,1.0432,99
"2781",6,"SVk15",253,0.1012,99
"2782",1,"SVk16",19764413,7905.7652,99
"2783",2,"SVk16",23166,9.2664,99
"2784",3,"SVk16",38,0.0152,99
"2785",4,"SVk16",8666,3.4664,99
"2786",5,"SVk16",26,0.0104,99
"2787",6,"SVk16",173,0.0692,99
"2788",1,"SVk17",9378930,3751.572,99
"2789",2,"SVk17",2052985,821.194,99
"2790",3,"SVk17",46005,18.402,99
"2791",4,"SVk17",1176106,470.4424,99
"2792",5,"SVk17",5396569,2158.6276,99
"2793",6,"SVk17",20594,8.2376,99
"2794",7,"SVk17",17272,6.9088,99
"2795",NA,"SVk17",327520,131.008,99
"2796",1,"SVk18",2382623,953.0492,99
"2797",2,"SVk18",63334,25.3336,99
"2798",3,"SVk18",381,0.1524,99
"2799",4,"SVk18",27935,11.174,99
"2800",5,"SVk18",8411,3.3644,99
"2801",6,"SVk18",15832,6.3328,99
"2802",7,"SVk18",493,0.1972,99
"2803",1,"SVk2",8068556,3227.4224,99
"2804",2,"SVk2",867527,347.0108,99
"2805",3,"SVk2",15980,6.392,99
"2806",4,"SVk2",82960,33.184,99
"2807",5,"SVk2",1423782,569.5128,99
"2808",6,"SVk2",27892,11.1568,99
"2809",7,"SVk2",29685,11.874,99
"2810",1,"SVk3",1440658,576.2632,99
"2811",2,"SVk3",469095,187.638,99
"2812",3,"SVk3",4372,1.7488,99
"2813",4,"SVk3",43621,17.4484,99
"2814",5,"SVk3",1443607,577.4428,99
"2815",6,"SVk3",7014,2.8056,99
"2816",7,"SVk3",8964,3.5856,99
"2817",1,"SVk4",31138368,12455.3472,99
"2818",2,"SVk4",2057625,823.05,99
"2819",3,"SVk4",74109,29.6436,99
"2820",4,"SVk4",475172,190.0688,99
"2821",5,"SVk4",7655725,3062.29,99
"2822",6,"SVk4",122064,48.8256,99
"2823",7,"SVk4",101355,40.542,99
"2824",1,"SVk5",3545854,1418.3416,99
"2825",2,"SVk5",42093,16.8372,99
"2826",3,"SVk5",8041,3.2164,99
"2827",4,"SVk5",7604,3.0416,99
"2828",5,"SVk5",30048,12.0192,99
"2829",6,"SVk5",10129,4.0516,99
"2830",7,"SVk5",940,0.376,99
"2831",1,"SVk6",10550948,4220.3792,99
"2832",2,"SVk6",721236,288.4944,99
"2833",3,"SVk6",87601,35.0404,99
"2834",4,"SVk6",318151,127.2604,99
"2835",5,"SVk6",1541262,616.5048,99
"2836",6,"SVk6",38416,15.3664,99
"2837",7,"SVk6",27020,10.808,99
"2838",1,"SVk7",32781587,13112.6348,99
"2839",2,"SVk7",244629,97.8516,99
"2840",3,"SVk7",37075,14.83,99
"2841",4,"SVk7",173487,69.3948,99
"2842",5,"SVk7",103750,41.5,99
"2843",6,"SVk7",43493,17.3972,99
"2844",7,"SVk7",17438,6.9752,99
"2845",1,"SVk8",8089496,3235.7984,99
"2846",2,"SVk8",164129,65.6516,99
"2847",3,"SVk8",11076,4.4304,99
"2848",4,"SVk8",82461,32.9844,99
"2849",5,"SVk8",50526,20.2104,99
"2850",6,"SVk8",2194,0.8776,99
"2851",7,"SVk8",8888,3.5552,99
"2852",1,"SVk9",13760624,5504.2496,99
"2853",2,"SVk9",180923,72.3692,99
"2854",3,"SVk9",3284,1.3136,99
"2855",4,"SVk9",386436,154.5744,99
"2856",5,"SVk9",9031,3.6124,99
"2857",6,"SVk9",106922,42.7688,99
"2858",7,"SVk9",1779,0.7116,99
"2859",1,"SVkd1",92511799,37004.7196,99
"2860",2,"SVkd1",66412,26.5648,99
"2861",3,"SVkd1",4854,1.9416,99
"2862",4,"SVkd1",40601,16.2404,99
"2863",5,"SVkd1",26851,10.7404,99
"2864",6,"SVkd1",16482,6.5928,99
"2865",7,"SVkd1",177,0.0708,99
"2866",1,"SVkd2",5598779,2239.5116,99
"2867",2,"SVkd2",4515,1.806,99
"2868",3,"SVkd2",40,0.016,99
"2869",4,"SVkd2",2573,1.0292,99
"2870",6,"SVkd2",27,0.0108,99
"2871",1,"SVkd3",7245296,2898.1184,99
"2872",2,"SVkd3",661,0.2644,99
"2873",3,"SVkd3",2,8e-04,99
"2874",4,"SVkd3",541,0.2164,99
"2875",1,"SVkd4",1905636,762.2544,99
"2876",2,"SVkd4",299,0.1196,99
"2877",4,"SVkd4",239,0.0956,99
"2878",NA,"SVkd4",21,0.0084,99
"2879",1,"SVl1",3948149,1579.2596,99
"2880",2,"SVl1",639930,255.972,99
"2881",3,"SVl1",7337,2.9348,99
"2882",4,"SVl1",406172,162.4688,99
"2883",5,"SVl1",220674,88.2696,99
"2884",6,"SVl1",2869,1.1476,99
"2885",7,"SVl1",1596,0.6384,99
"2886",1,"SVl10",1537991,615.1964,99
"2887",2,"SVl10",332745,133.098,99
"2888",3,"SVl10",2713,1.0852,99
"2889",4,"SVl10",310439,124.1756,99
"2890",5,"SVl10",161724,64.6896,99
"2891",6,"SVl10",3031,1.2124,99
"2892",7,"SVl10",8316,3.3264,99
"2893",1,"SVl11",1491468,596.5872,99
"2894",2,"SVl11",17880,7.152,99
"2895",3,"SVl11",358,0.1432,99
"2896",4,"SVl11",62428,24.9712,99
"2897",5,"SVl11",4372,1.7488,99
"2898",6,"SVl11",29,0.0116,99
"2899",7,"SVl11",3,0.0012,99
"2900",1,"SVl12",920964,368.3856,99
"2901",2,"SVl12",95063,38.0252,99
"2902",3,"SVl12",1664,0.6656,99
"2903",4,"SVl12",22704,9.0816,99
"2904",5,"SVl12",79047,31.6188,99
"2905",6,"SVl12",3375,1.35,99
"2906",7,"SVl12",48170,19.268,99
"2907",1,"SVl13",181153,72.4612,99
"2908",2,"SVl13",21534,8.6136,99
"2909",3,"SVl13",394,0.1576,99
"2910",4,"SVl13",1712,0.6848,99
"2911",5,"SVl13",23256,9.3024,99
"2912",6,"SVl13",998,0.3992,99
"2913",7,"SVl13",44661,17.8644,99
"2914",1,"SVl14",8551553,3420.6212,99
"2915",2,"SVl14",382476,152.9904,99
"2916",3,"SVl14",63975,25.59,99
"2917",4,"SVl14",250103,100.0412,99
"2918",5,"SVl14",1878187,751.2748,99
"2919",6,"SVl14",266,0.1064,99
"2920",7,"SVl14",24221,9.6884,99
"2921",1,"SVl15",3359340,1343.736,99
"2922",2,"SVl15",1943,0.7772,99
"2923",3,"SVl15",1826,0.7304,99
"2924",4,"SVl15",1347,0.5388,99
"2925",6,"SVl15",64,0.0256,99
"2926",NA,"SVl15",7426,2.9704,99
"2927",1,"SVl16",5629764,2251.9056,99
"2928",2,"SVl16",262612,105.0448,99
"2929",3,"SVl16",18231,7.2924,99
"2930",4,"SVl16",283436,113.3744,99
"2931",5,"SVl16",269075,107.63,99
"2932",6,"SVl16",16,0.0064,99
"2933",NA,"SVl16",2723,1.0892,99
"2934",1,"SVl17",106631,42.6524,99
"2935",2,"SVl17",42836,17.1344,99
"2936",3,"SVl17",202,0.0808,99
"2937",4,"SVl17",138601,55.4404,99
"2938",5,"SVl17",48556,19.4224,99
"2939",7,"SVl17",30,0.012,99
"2940",NA,"SVl17",260,0.104,99
"2941",1,"SVl18",2162533,865.0132,99
"2942",2,"SVl18",207145,82.858,99
"2943",3,"SVl18",4742,1.8968,99
"2944",4,"SVl18",294321,117.7284,99
"2945",5,"SVl18",104494,41.7976,99
"2946",6,"SVl18",49,0.0196,99
"2947",7,"SVl18",37701,15.0804,99
"2948",1,"SVl19",201940,80.776,99
"2949",2,"SVl19",21382,8.5528,99
"2950",3,"SVl19",503,0.2012,99
"2951",4,"SVl19",143812,57.5248,99
"2952",5,"SVl19",14610,5.844,99
"2953",6,"SVl19",117,0.0468,99
"2954",1,"SVl2",459571,183.8284,99
"2955",2,"SVl2",52,0.0208,99
"2956",3,"SVl2",4,0.0016,99
"2957",6,"SVl2",7,0.0028,99
"2958",NA,"SVl2",1523,0.6092,99
"2959",1,"SVl20",1621620,648.648,99
"2960",2,"SVl20",737098,294.8392,99
"2961",3,"SVl20",282879,113.1516,99
"2962",4,"SVl20",576998,230.7992,99
"2963",5,"SVl20",860680,344.272,99
"2964",6,"SVl20",2526,1.0104,99
"2965",7,"SVl20",31011,12.4044,99
"2966",1,"SVl21",671427,268.5708,99
"2967",2,"SVl21",60151,24.0604,99
"2968",3,"SVl21",5384,2.1536,99
"2969",4,"SVl21",55319,22.1276,99
"2970",5,"SVl21",45396,18.1584,99
"2971",6,"SVl21",1,4e-04,99
"2972",7,"SVl21",58,0.0232,99
"2973",NA,"SVl21",6,0.0024,99
"2974",1,"SVl22",9204195,3681.678,99
"2975",2,"SVl22",1417300,566.92,99
"2976",3,"SVl22",5234,2.0936,99
"2977",4,"SVl22",961035,384.414,99
"2978",5,"SVl22",1102788,441.1152,99
"2979",6,"SVl22",55,0.022,99
"2980",7,"SVl22",243415,97.366,99
"2981",1,"SVl23",14260751,5704.3004,99
"2982",2,"SVl23",2715134,1086.0536,99
"2983",3,"SVl23",60422,24.1688,99
"2984",4,"SVl23",1488673,595.4692,99
"2985",5,"SVl23",2850842,1140.3368,99
"2986",6,"SVl23",27401,10.9604,99
"2987",7,"SVl23",8677,3.4708,99
"2988",1,"SVl24",455700,182.28,99
"2989",2,"SVl24",413884,165.5536,99
"2990",3,"SVl24",3300,1.32,99
"2991",4,"SVl24",458273,183.3092,99
"2992",5,"SVl24",389963,155.9852,99
"2993",6,"SVl24",126,0.0504,99
"2994",7,"SVl24",15314,6.1256,99
"2995",1,"SVl25",1182332,472.9328,99
"2996",2,"SVl25",168351,67.3404,99
"2997",3,"SVl25",1438,0.5752,99
"2998",4,"SVl25",231723,92.6892,99
"2999",5,"SVl25",46049,18.4196,99
"3000",6,"SVl25",28,0.0112,99
"3001",7,"SVl25",21632,8.6528,99
"3002",1,"SVl26",1275860,510.344,99
"3003",2,"SVl26",107911,43.1644,99
"3004",3,"SVl26",26,0.0104,99
"3005",4,"SVl26",229596,91.8384,99
"3006",5,"SVl26",36903,14.7612,99
"3007",6,"SVl26",59,0.0236,99
"3008",7,"SVl26",108670,43.468,99
"3009",1,"SVl27",1066720,426.688,99
"3010",2,"SVl27",95290,38.116,99
"3011",3,"SVl27",1244,0.4976,99
"3012",4,"SVl27",122793,49.1172,99
"3013",5,"SVl27",48834,19.5336,99
"3014",6,"SVl27",200,0.08,99
"3015",7,"SVl27",14689,5.8756,99
"3016",1,"SVl3",37205350,14882.14,99
"3017",2,"SVl3",3936189,1574.4756,99
"3018",3,"SVl3",227794,91.1176,99
"3019",4,"SVl3",3062758,1225.1032,99
"3020",5,"SVl3",5122567,2049.0268,99
"3021",6,"SVl3",22361,8.9444,99
"3022",7,"SVl3",20877,8.3508,99
"3023",1,"SVl4",4920134,1968.0536,99
"3024",2,"SVl4",109731,43.8924,99
"3025",3,"SVl4",44698,17.8792,99
"3026",4,"SVl4",24126,9.6504,99
"3027",5,"SVl4",1704737,681.8948,99
"3028",6,"SVl4",64,0.0256,99
"3029",7,"SVl4",1621,0.6484,99
"3030",1,"SVl5",7438423,2975.3692,99
"3031",2,"SVl5",199729,79.8916,99
"3032",3,"SVl5",13732,5.4928,99
"3033",4,"SVl5",95519,38.2076,99
"3034",5,"SVl5",1175868,470.3472,99
"3035",6,"SVl5",298,0.1192,99
"3036",7,"SVl5",2171,0.8684,99
"3037",NA,"SVl5",1116,0.4464,99
"3038",1,"SVl6",1894254,757.7016,99
"3039",2,"SVl6",3129,1.2516,99
"3040",3,"SVl6",388,0.1552,99
"3041",4,"SVl6",2643,1.0572,99
"3042",5,"SVl6",176,0.0704,99
"3043",6,"SVl6",27,0.0108,99
"3044",1,"SVl7",715533,286.2132,99
"3045",2,"SVl7",47735,19.094,99
"3046",3,"SVl7",63,0.0252,99
"3047",4,"SVl7",37139,14.8556,99
"3048",5,"SVl7",7281,2.9124,99
"3049",6,"SVl7",370,0.148,99
"3050",7,"SVl7",513,0.2052,99
"3051",1,"SVl8",4370889,1748.3556,99
"3052",2,"SVl8",1249935,499.974,99
"3053",3,"SVl8",53349,21.3396,99
"3054",4,"SVl8",885300,354.12,99
"3055",5,"SVl8",1267149,506.8596,99
"3056",6,"SVl8",2544,1.0176,99
"3057",7,"SVl8",669748,267.8992,99
"3058",1,"SVl9",2789034,1115.6136,99
"3059",2,"SVl9",1533376,613.3504,99
"3060",3,"SVl9",55854,22.3416,99
"3061",4,"SVl9",765087,306.0348,99
"3062",5,"SVl9",943528,377.4112,99
"3063",6,"SVl9",4748,1.8992,99
"3064",7,"SVl9",2814556,1125.8224,99
"3065",1,"SVmp1",20332555,8133.022,99
"3066",2,"SVmp1",526760,210.704,99
"3067",3,"SVmp1",18019,7.2076,99
"3068",4,"SVmp1",164628,65.8512,99
"3069",5,"SVmp1",915544,366.2176,99
"3070",6,"SVmp1",28782,11.5128,99
"3071",7,"SVmp1",6984,2.7936,99
"3072",NA,"SVmp1",1,4e-04,99
"3073",1,"SVmp2",6795598,2718.2392,99
"3074",2,"SVmp2",64572,25.8288,99
"3075",3,"SVmp2",4760,1.904,99
"3076",4,"SVmp2",5474,2.1896,99
"3077",5,"SVmp2",71538,28.6152,99
"3078",6,"SVmp2",21549,8.6196,99
"3079",7,"SVmp2",861,0.3444,99
"3080",NA,"SVmp2",408,0.1632,99
"3081",1,"SVmp3",692195,276.878,99
"3082",2,"SVmp3",327,0.1308,99
"3083",3,"SVmp3",104,0.0416,99
"3084",6,"SVmp3",22,0.0088,99
"3085",1,"SVmp4",7000536,2800.2144,99
"3086",2,"SVmp4",8746,3.4984,99
"3087",3,"SVmp4",1453,0.5812,99
"3088",4,"SVmp4",335,0.134,99
"3089",5,"SVmp4",1973,0.7892,99
"3090",6,"SVmp4",403,0.1612,99
"3091",NA,"SVmp4",1546,0.6184,99
"3092",1,"SVmp5",11805207,4722.0828,99
"3093",2,"SVmp5",742508,297.0032,99
"3094",3,"SVmp5",12340,4.936,99
"3095",4,"SVmp5",233050,93.22,99
"3096",5,"SVmp5",497798,199.1192,99
"3097",6,"SVmp5",228,0.0912,99
"3098",7,"SVmp5",1570,0.628,99
"3099",NA,"SVmp5",5,0.002,99
"3100",1,"SVmp6",6078671,2431.4684,99
"3101",2,"SVmp6",934682,373.8728,99
"3102",3,"SVmp6",16349,6.5396,99
"3103",4,"SVmp6",328898,131.5592,99
"3104",5,"SVmp6",510750,204.3,99
"3105",6,"SVmp6",15403,6.1612,99
"3106",7,"SVmp6",528,0.2112,99
"3107",1,"SVmp7",5069065,2027.626,99
"3108",2,"SVmp7",135460,54.184,99
"3109",3,"SVmp7",10399,4.1596,99
"3110",4,"SVmp7",208935,83.574,99
"3111",5,"SVmp7",71958,28.7832,99
"3112",6,"SVmp7",67542,27.0168,99
"3113",7,"SVmp7",525,0.21,99
"3114",1,"SVmp8",775709,310.2836,99
"3115",2,"SVmp8",293,0.1172,99
"3116",3,"SVmp8",51,0.0204,99
"3117",4,"SVmp8",6,0.0024,99
"3118",6,"SVmp8",36,0.0144,99
"3119",1,"SVs1",4930710,1972.284,99
"3120",2,"SVs1",923065,369.226,99
"3121",3,"SVs1",2467,0.9868,99
"3122",4,"SVs1",500854,200.3416,99
"3123",5,"SVs1",406497,162.5988,99
"3124",6,"SVs1",2034,0.8136,99
"3125",7,"SVs1",854,0.3416,99
"3126",1,"SVs2",4079375,1631.75,99
"3127",2,"SVs2",741563,296.6252,99
"3128",3,"SVs2",7158,2.8632,99
"3129",4,"SVs2",449701,179.8804,99
"3130",5,"SVs2",245423,98.1692,99
"3131",6,"SVs2",2245,0.898,99
"3132",7,"SVs2",13538,5.4152,99
"3133",1,"SVs3",1978665,791.466,99
"3134",2,"SVs3",344358,137.7432,99
"3135",3,"SVs3",4978,1.9912,99
"3136",4,"SVs3",278763,111.5052,99
"3137",5,"SVs3",146480,58.592,99
"3138",6,"SVs3",246,0.0984,99
"3139",7,"SVs3",28439,11.3756,99
"3140",1,"SVs4",814763,325.9052,99
"3141",2,"SVs4",295566,118.2264,99
"3142",3,"SVs4",843,0.3372,99
"3143",4,"SVs4",468344,187.3376,99
"3144",5,"SVs4",401611,160.6444,99
"3145",6,"SVs4",351,0.1404,99
"3146",7,"SVs4",26281,10.5124,99
"3147",1,"SVs5",498963,199.5852,99
"3148",2,"SVs5",316128,126.4512,99
"3149",3,"SVs5",5498,2.1992,99
"3150",4,"SVs5",568026,227.2104,99
"3151",5,"SVs5",1060119,424.0476,99
"3152",6,"SVs5",568,0.2272,99
"3153",7,"SVs5",966425,386.57,99
"3154",1,"SVs6",17062779,6825.1116,99
"3155",2,"SVs6",3830757,1532.3028,99
"3156",3,"SVs6",103893,41.5572,99
"3157",4,"SVs6",1596230,638.492,99
"3158",5,"SVs6",1756290,702.516,99
"3159",6,"SVs6",2706,1.0824,99
"3160",7,"SVs6",69545,27.818,99
"3161",1,"SVs7",11957040,4782.816,99
"3162",2,"SVs7",2382793,953.1172,99
"3163",3,"SVs7",29512,11.8048,99
"3164",4,"SVs7",2219251,887.7004,99
"3165",5,"SVs7",2548479,1019.3916,99
"3166",6,"SVs7",7221,2.8884,99
"3167",7,"SVs7",261396,104.5584,99
"3168",1,"SVs8",2121706,848.6824,99
"3169",2,"SVs8",421589,168.6356,99
"3170",3,"SVs8",4078,1.6312,99
"3171",4,"SVs8",395382,158.1528,99
"3172",5,"SVs8",817434,326.9736,99
"3173",6,"SVs8",3388,1.3552,99
"3174",7,"SVs8",55836,22.3344,99
