"","LC","T_MAPCODE","niaps_arc","n","km2"
"3206",4,"AZa4",1,105,0.042
"3207",5,"AZa4",1,1190,0.476
"3208",6,"AZa4",1,29,0.0116
"3209",7,"AZa4",1,637,0.2548
"3210",1,"AZa5",1,50301,20.1204
"3211",2,"AZa5",1,5103,2.0412
"3212",3,"AZa5",1,1109,0.4436
"3213",4,"AZa5",1,126,0.0504
"3214",5,"AZa5",1,172,0.0688
"3215",6,"AZa5",1,101,0.0404
"3216",7,"AZa5",1,1978,0.7912
"3217",1,"AZa6",1,14210,5.684
"3218",2,"AZa6",1,1522,0.6088
"3219",3,"AZa6",1,46,0.0184
"3220",4,"AZa6",1,34,0.0136
"3221",5,"AZa6",1,199,0.0796
"3222",7,"AZa6",1,1015,0.406
"3223",1,"AZa7",1,35143,14.0572
"3224",2,"AZa7",1,7666,3.0664
"3225",3,"AZa7",1,685,0.274
"3226",4,"AZa7",1,128,0.0512
"3227",5,"AZa7",1,2314,0.9256
"3228",6,"AZa7",1,1,4e-04
"3229",7,"AZa7",1,255,0.102
"3230",1,"AZd3",1,51,0.0204
"3231",2,"AZd3",1,1,4e-04
"3232",4,"AZd3",1,2,8e-04
"3233",1,"AZd4",1,1,4e-04
"3234",1,"AZi1",1,48042,19.2168
"3235",2,"AZi1",1,1525,0.61
"3236",3,"AZi1",1,13,0.0052
"3237",4,"AZi1",1,105,0.042
"3238",5,"AZi1",1,106,0.0424
"3239",7,"AZi1",1,15,0.006
"3240",1,"AZi3",1,126845,50.738
"3241",2,"AZi3",1,800,0.32
"3242",4,"AZi3",1,445,0.178
"3243",1,"AZi5",1,65294,26.1176
"3244",2,"AZi5",1,11235,4.494
"3245",3,"AZi5",1,1025,0.41
"3246",4,"AZi5",1,58,0.0232
"3247",5,"AZi5",1,139,0.0556
"3248",6,"AZi5",1,2,8e-04
"3249",7,"AZi5",1,95,0.038
"3250",1,"AZi6",1,276433,110.5732
"3251",2,"AZi6",1,10503,4.2012
"3252",3,"AZi6",1,1796,0.7184
"3253",4,"AZi6",1,453,0.1812
"3254",5,"AZi6",1,699,0.2796
"3255",6,"AZi6",1,1,4e-04
"3256",7,"AZi6",1,226,0.0904
"3257",1,"AZi7",1,18513,7.4052
"3258",2,"AZi7",1,4633,1.8532
"3259",3,"AZi7",1,14,0.0056
"3260",4,"AZi7",1,18,0.0072
"3261",5,"AZi7",1,60,0.024
"3262",7,"AZi7",1,127,0.0508
"3263",1,"AZi8",1,3117,1.2468
"3264",2,"AZi8",1,372,0.1488
"3265",3,"AZi8",1,6,0.0024
"3266",4,"AZi8",1,15,0.006
"3267",5,"AZi8",1,85,0.034
"3268",7,"AZi8",1,29,0.0116
"3269",1,"CB1",1,40728,16.2912
"3270",2,"CB1",1,17051,6.8204
"3271",3,"CB1",1,15,0.006
"3272",4,"CB1",1,858,0.3432
"3273",5,"CB1",1,541,0.2164
"3274",6,"CB1",1,2,8e-04
"3275",7,"CB1",1,2653,1.0612
"3276",1,"CB2",1,4167,1.6668
"3277",2,"CB2",1,1823,0.7292
"3278",4,"CB2",1,43,0.0172
"3279",7,"CB2",1,275,0.11
"3280",1,"CB3",1,163164,65.2656
"3281",2,"CB3",1,101891,40.7564
"3282",3,"CB3",1,225,0.09
"3283",4,"CB3",1,4103,1.6412
"3284",5,"CB3",1,4538,1.8152
"3285",6,"CB3",1,34,0.0136
"3286",7,"CB3",1,7206,2.8824
"3287",1,"CB4",1,33396,13.3584
"3288",2,"CB4",1,15984,6.3936
"3289",3,"CB4",1,23,0.0092
"3290",4,"CB4",1,637,0.2548
"3291",5,"CB4",1,944,0.3776
"3292",7,"CB4",1,18698,7.4792
"3293",1,"CB5",1,24102,9.6408
"3294",2,"CB5",1,6314,2.5256
"3295",4,"CB5",1,211,0.0844
"3296",5,"CB5",1,308,0.1232
"3297",7,"CB5",1,2857,1.1428
"3298",1,"CB6",1,112272,44.9088
"3299",2,"CB6",1,84054,33.6216
"3300",3,"CB6",1,5,0.002
"3301",4,"CB6",1,926,0.3704
"3302",5,"CB6",1,667,0.2668
"3303",6,"CB6",1,45,0.018
"3304",7,"CB6",1,968,0.3872
"3305",1,"Dg1",1,21,0.0084
"3306",1,"Dg10",1,200,0.08
"3307",2,"Dg10",1,9,0.0036
"3308",3,"Dg10",1,3,0.0012
"3309",4,"Dg10",1,3,0.0012
"3310",5,"Dg10",1,3,0.0012
"3311",1,"Dg2",1,12,0.0048
"3312",1,"Dg5",1,41,0.0164
"3313",1,"Dg7",1,242,0.0968
"3314",2,"Dg7",1,3,0.0012
"3315",4,"Dg7",1,6,0.0024
"3316",5,"Dg7",1,4,0.0016
"3317",1,"Dg8",1,2,8e-04
"3318",1,"Dn3",1,10,0.004
"3319",1,"Dn4",1,76,0.0304
"3320",2,"Dn4",1,79,0.0316
"3321",4,"Dn4",1,10,0.004
"3322",1,"Dn5",1,193,0.0772
"3323",2,"Dn5",1,1,4e-04
"3324",3,"Dn5",1,1,4e-04
"3325",4,"Dn5",1,8,0.0032
"3326",6,"Dn5",1,8,0.0032
"3327",1,"FFa1",1,3033,1.2132
"3328",2,"FFa1",1,819,0.3276
"3329",3,"FFa1",1,10,0.004
"3330",4,"FFa1",1,6,0.0024
"3331",5,"FFa1",1,350,0.14
"3332",7,"FFa1",1,27,0.0108
"3333",1,"FFa2",1,10377,4.1508
"3334",2,"FFa2",1,2223,0.8892
"3335",3,"FFa2",1,21,0.0084
"3336",4,"FFa2",1,132,0.0528
"3337",5,"FFa2",1,301,0.1204
"3338",7,"FFa2",1,617,0.2468
"3339",1,"FFa3",1,6999,2.7996
"3340",2,"FFa3",1,2303,0.9212
"3341",3,"FFa3",1,38,0.0152
"3342",4,"FFa3",1,58,0.0232
"3343",5,"FFa3",1,153,0.0612
"3344",7,"FFa3",1,991,0.3964
"3345",1,"FFa4",1,560,0.224
"3346",2,"FFa4",1,332,0.1328
"3347",4,"FFa4",1,19,0.0076
"3348",5,"FFa4",1,35,0.014
"3349",7,"FFa4",1,173,0.0692
"3350",1,"FFb1",1,1796,0.7184
"3351",2,"FFb1",1,258,0.1032
"3352",3,"FFb1",1,7,0.0028
"3353",4,"FFb1",1,2,8e-04
"3354",5,"FFb1",1,39,0.0156
"3355",7,"FFb1",1,13,0.0052
"3356",1,"FFb2",1,8699,3.4796
"3357",2,"FFb2",1,171,0.0684
"3358",3,"FFb2",1,11,0.0044
"3359",4,"FFb2",1,2,8e-04
"3360",7,"FFb2",1,139,0.0556
"3361",1,"FFb3",1,214,0.0856
"3362",1,"FFb4",1,7533,3.0132
"3363",4,"FFb4",1,5,0.002
"3364",1,"FFb5",1,1349,0.5396
"3365",2,"FFb5",1,145,0.058
"3366",4,"FFb5",1,5,0.002
"3367",5,"FFb5",1,6,0.0024
"3368",7,"FFb5",1,5,0.002
"3369",1,"FFb6",1,1388,0.5552
"3370",2,"FFb6",1,942,0.3768
"3371",3,"FFb6",1,17,0.0068
"3372",4,"FFb6",1,12,0.0048
"3373",5,"FFb6",1,53,0.0212
"3374",7,"FFb6",1,1291,0.5164
"3375",1,"FFc1",1,30850,12.34
"3376",2,"FFc1",1,6379,2.5516
"3377",3,"FFc1",1,23,0.0092
"3378",4,"FFc1",1,104,0.0416
"3379",5,"FFc1",1,476,0.1904
"3380",6,"FFc1",1,17,0.0068
"3381",7,"FFc1",1,156,0.0624
"3382",1,"FFd10",1,543,0.2172
"3383",2,"FFd10",1,60,0.024
"3384",4,"FFd10",1,4,0.0016
"3385",5,"FFd10",1,4,0.0016
"3386",7,"FFd10",1,115,0.046
"3387",1,"FFd11",1,953,0.3812
"3388",2,"FFd11",1,23,0.0092
"3389",5,"FFd11",1,17,0.0068
"3390",6,"FFd11",1,2,8e-04
"3391",1,"FFd2",1,16362,6.5448
"3392",2,"FFd2",1,1706,0.6824
"3393",3,"FFd2",1,14,0.0056
"3394",4,"FFd2",1,98,0.0392
"3395",5,"FFd2",1,287,0.1148
"3396",6,"FFd2",1,8,0.0032
"3397",7,"FFd2",1,232,0.0928
"3398",1,"FFd3",1,5267,2.1068
"3399",2,"FFd3",1,1089,0.4356
"3400",4,"FFd3",1,1,4e-04
"3401",5,"FFd3",1,3,0.0012
"3402",7,"FFd3",1,54,0.0216
"3403",1,"FFd4",1,10925,4.37
"3404",2,"FFd4",1,5151,2.0604
"3405",3,"FFd4",1,44,0.0176
"3406",4,"FFd4",1,104,0.0416
"3407",5,"FFd4",1,161,0.0644
"3408",6,"FFd4",1,56,0.0224
"3409",7,"FFd4",1,182,0.0728
"3410",1,"FFd5",1,5400,2.16
"3411",2,"FFd5",1,1235,0.494
"3412",3,"FFd5",1,10,0.004
"3413",4,"FFd5",1,700,0.28
"3414",5,"FFd5",1,27,0.0108
"3415",6,"FFd5",1,2,8e-04
"3416",7,"FFd5",1,151,0.0604
"3417",1,"FFd6",1,9349,3.7396
"3418",2,"FFd6",1,1125,0.45
"3419",4,"FFd6",1,130,0.052
"3420",5,"FFd6",1,10,0.004
"3421",6,"FFd6",1,4,0.0016
"3422",7,"FFd6",1,3,0.0012
"3423",1,"FFd7",1,2087,0.8348
"3424",2,"FFd7",1,223,0.0892
"3425",3,"FFd7",1,6,0.0024
"3426",4,"FFd7",1,10,0.004
"3427",5,"FFd7",1,11,0.0044
"3428",6,"FFd7",1,2,8e-04
"3429",1,"FFd8",1,3822,1.5288
"3430",2,"FFd8",1,354,0.1416
"3431",3,"FFd8",1,3,0.0012
"3432",4,"FFd8",1,8,0.0032
"3433",5,"FFd8",1,28,0.0112
"3434",1,"FFd9",1,1494,0.5976
"3435",2,"FFd9",1,1040,0.416
"3436",4,"FFd9",1,38,0.0152
"3437",5,"FFd9",1,32,0.0128
"3438",7,"FFd9",1,70,0.028
"3439",1,"FFf1",1,15810,6.324
"3440",2,"FFf1",1,6401,2.5604
"3441",3,"FFf1",1,14,0.0056
"3442",4,"FFf1",1,106,0.0424
"3443",5,"FFf1",1,408,0.1632
"3444",6,"FFf1",1,26,0.0104
"3445",7,"FFf1",1,1010,0.404
"3446",1,"FFf2",1,745,0.298
"3447",2,"FFf2",1,206,0.0824
"3448",4,"FFf2",1,2,8e-04
"3449",5,"FFf2",1,9,0.0036
"3450",1,"FFg2",1,38795,15.518
"3451",2,"FFg2",1,5123,2.0492
"3452",3,"FFg2",1,38,0.0152
"3453",4,"FFg2",1,251,0.1004
"3454",5,"FFg2",1,189,0.0756
"3455",7,"FFg2",1,3950,1.58
"3456",1,"FFg3",1,8,0.0032
"3457",2,"FFg3",1,5,0.002
"3458",7,"FFg3",1,9,0.0036
"3459",1,"FFg4",1,1150,0.46
"3460",2,"FFg4",1,25,0.01
"3461",1,"FFg5",1,8193,3.2772
"3462",2,"FFg5",1,4362,1.7448
"3463",3,"FFg5",1,3,0.0012
"3464",4,"FFg5",1,163,0.0652
"3465",5,"FFg5",1,74,0.0296
"3466",7,"FFg5",1,936,0.3744
"3467",1,"FFh1",1,858,0.3432
"3468",2,"FFh1",1,507,0.2028
"3469",3,"FFh1",1,15,0.006
"3470",4,"FFh1",1,31,0.0124
"3471",5,"FFh1",1,59,0.0236
"3472",1,"FFh10",1,21642,8.6568
"3473",2,"FFh10",1,80,0.032
"3474",3,"FFh10",1,1,4e-04
"3475",4,"FFh10",1,13,0.0052
"3476",5,"FFh10",1,13,0.0052
"3477",1,"FFh3",1,86,0.0344
"3478",1,"FFh4",1,8598,3.4392
"3479",2,"FFh4",1,1252,0.5008
"3480",3,"FFh4",1,2,8e-04
"3481",4,"FFh4",1,53,0.0212
"3482",5,"FFh4",1,39,0.0156
"3483",7,"FFh4",1,691,0.2764
"3484",1,"FFh5",1,522,0.2088
"3485",2,"FFh5",1,317,0.1268
"3486",3,"FFh5",1,1,4e-04
"3487",4,"FFh5",1,6,0.0024
"3488",5,"FFh5",1,6,0.0024
"3489",7,"FFh5",1,264,0.1056
"3490",1,"FFh6",1,2474,0.9896
"3491",2,"FFh6",1,1088,0.4352
"3492",3,"FFh6",1,16,0.0064
"3493",4,"FFh6",1,67,0.0268
"3494",5,"FFh6",1,49,0.0196
"3495",7,"FFh6",1,474,0.1896
"3496",1,"FFh7",1,4910,1.964
"3497",2,"FFh7",1,475,0.19
"3498",3,"FFh7",1,7,0.0028
"3499",4,"FFh7",1,56,0.0224
"3500",5,"FFh7",1,26,0.0104
"3501",1,"FFh8",1,31,0.0124
"3502",2,"FFh8",1,10,0.004
"3503",1,"FFh9",1,22772,9.1088
"3504",2,"FFh9",1,5423,2.1692
"3505",3,"FFh9",1,10,0.004
"3506",4,"FFh9",1,153,0.0612
"3507",5,"FFh9",1,317,0.1268
"3508",7,"FFh9",1,7910,3.164
"3509",1,"FFl1",1,14285,5.714
"3510",2,"FFl1",1,139,0.0556
"3511",3,"FFl1",1,8,0.0032
"3512",4,"FFl1",1,24,0.0096
"3513",5,"FFl1",1,25,0.01
"3514",7,"FFl1",1,61,0.0244
"3515",1,"FFl2",1,6992,2.7968
"3516",2,"FFl2",1,1,4e-04
"3517",1,"FFl3",1,7293,2.9172
"3518",2,"FFl3",1,495,0.198
"3519",4,"FFl3",1,2,8e-04
"3520",5,"FFl3",1,47,0.0188
"3521",1,"FFq2",1,473,0.1892
"3522",2,"FFq2",1,136,0.0544
"3523",3,"FFq2",1,26,0.0104
"3524",1,"FFq3",1,22,0.0088
"3525",2,"FFq3",1,15,0.006
"3526",1,"FFq4",1,5,0.002
"3527",2,"FFq4",1,3,0.0012
"3528",4,"FFq4",1,4,0.0016
"3529",5,"FFq4",1,2,8e-04
"3530",7,"FFq4",1,5,0.002
"3531",1,"FFq5",1,1602,0.6408
"3532",1,"FFq6",1,41481,16.5924
"3533",2,"FFq6",1,111,0.0444
"3534",3,"FFq6",1,2,8e-04
"3535",4,"FFq6",1,48,0.0192
"3536",5,"FFq6",1,4,0.0016
"3537",7,"FFq6",1,37,0.0148
"3538",1,"FFs1",1,23963,9.5852
"3539",2,"FFs1",1,3532,1.4128
"3540",3,"FFs1",1,11,0.0044
"3541",4,"FFs1",1,58,0.0232
"3542",5,"FFs1",1,256,0.1024
"3543",7,"FFs1",1,523,0.2092
"3544",1,"FFs10",1,38255,15.302
"3545",2,"FFs10",1,257,0.1028
"3546",4,"FFs10",1,3,0.0012
"3547",7,"FFs10",1,402,0.1608
"3548",1,"FFs11",1,21590,8.636
"3549",2,"FFs11",1,3373,1.3492
"3550",3,"FFs11",1,10,0.004
"3551",4,"FFs11",1,169,0.0676
"3552",5,"FFs11",1,109,0.0436
"3553",6,"FFs11",1,6,0.0024
"3554",7,"FFs11",1,2143,0.8572
"3555",1,"FFs12",1,89197,35.6788
"3556",2,"FFs12",1,4045,1.618
"3557",3,"FFs12",1,41,0.0164
"3558",4,"FFs12",1,44,0.0176
"3559",5,"FFs12",1,106,0.0424
"3560",7,"FFs12",1,166,0.0664
"3561",1,"FFs13",1,14978,5.9912
"3562",2,"FFs13",1,14,0.0056
"3563",4,"FFs13",1,3,0.0012
"3564",5,"FFs13",1,4,0.0016
"3565",6,"FFs13",1,9,0.0036
"3566",1,"FFs14",1,3336,1.3344
"3567",2,"FFs14",1,22,0.0088
"3568",3,"FFs14",1,1,4e-04
"3569",1,"FFs15",1,4525,1.81
"3570",2,"FFs15",1,94,0.0376
"3571",4,"FFs15",1,29,0.0116
"3572",5,"FFs15",1,7,0.0028
"3573",7,"FFs15",1,2,8e-04
"3574",1,"FFs16",1,71543,28.6172
"3575",2,"FFs16",1,148,0.0592
"3576",3,"FFs16",1,8,0.0032
"3577",4,"FFs16",1,31,0.0124
"3578",5,"FFs16",1,9,0.0036
"3579",7,"FFs16",1,3,0.0012
"3580",1,"FFs17",1,6,0.0024
"3581",1,"FFs18",1,55713,22.2852
"3582",2,"FFs18",1,3560,1.424
"3583",3,"FFs18",1,9,0.0036
"3584",4,"FFs18",1,35,0.014
"3585",5,"FFs18",1,410,0.164
"3586",7,"FFs18",1,1667,0.6668
"3587",1,"FFs19",1,96288,38.5152
"3588",2,"FFs19",1,15044,6.0176
"3589",4,"FFs19",1,30,0.012
"3590",5,"FFs19",1,78,0.0312
"3591",7,"FFs19",1,18869,7.5476
"3592",1,"FFs2",1,11513,4.6052
"3593",2,"FFs2",1,2130,0.852
"3594",3,"FFs2",1,30,0.012
"3595",4,"FFs2",1,194,0.0776
"3596",5,"FFs2",1,281,0.1124
"3597",6,"FFs2",1,1,4e-04
"3598",7,"FFs2",1,186,0.0744
"3599",1,"FFs20",1,129816,51.9264
"3600",2,"FFs20",1,9050,3.62
"3601",3,"FFs20",1,153,0.0612
"3602",4,"FFs20",1,110,0.044
"3603",5,"FFs20",1,523,0.2092
"3604",7,"FFs20",1,550,0.22
"3605",1,"FFs22",1,874,0.3496
"3606",2,"FFs22",1,16,0.0064
"3607",7,"FFs22",1,15,0.006
"3608",1,"FFs23",1,2296,0.9184
"3609",2,"FFs23",1,408,0.1632
"3610",4,"FFs23",1,1,4e-04
"3611",5,"FFs23",1,14,0.0056
"3612",1,"FFs24",1,4753,1.9012
"3613",1,"FFs25",1,33,0.0132
"3614",2,"FFs25",1,9,0.0036
"3615",1,"FFs27",1,14223,5.6892
"3616",2,"FFs27",1,463,0.1852
"3617",3,"FFs27",1,1,4e-04
"3618",4,"FFs27",1,9,0.0036
"3619",5,"FFs27",1,43,0.0172
"3620",7,"FFs27",1,704,0.2816
"3621",1,"FFs28",1,40389,16.1556
"3622",2,"FFs28",1,1428,0.5712
"3623",3,"FFs28",1,47,0.0188
"3624",4,"FFs28",1,62,0.0248
"3625",5,"FFs28",1,126,0.0504
"3626",7,"FFs28",1,319,0.1276
"3627",1,"FFs29",1,441,0.1764
"3628",2,"FFs29",1,28,0.0112
"3629",4,"FFs29",1,68,0.0272
"3630",1,"FFs3",1,2941,1.1764
"3631",2,"FFs3",1,14,0.0056
"3632",4,"FFs3",1,8,0.0032
"3633",5,"FFs3",1,1,4e-04
"3634",1,"FFs30",1,3,0.0012
"3635",1,"FFs31",1,224,0.0896
"3636",1,"FFs32",1,1178,0.4712
"3637",2,"FFs32",1,449,0.1796
"3638",4,"FFs32",1,4,0.0016
"3639",5,"FFs32",1,36,0.0144
"3640",1,"FFs4",1,23901,9.5604
"3641",2,"FFs4",1,731,0.2924
"3642",3,"FFs4",1,9,0.0036
"3643",4,"FFs4",1,55,0.022
"3644",5,"FFs4",1,163,0.0652
"3645",6,"FFs4",1,2,8e-04
"3646",7,"FFs4",1,166,0.0664
"3647",1,"FFs5",1,2365,0.946
"3648",2,"FFs5",1,269,0.1076
"3649",3,"FFs5",1,1,4e-04
"3650",4,"FFs5",1,14,0.0056
"3651",5,"FFs5",1,44,0.0176
"3652",7,"FFs5",1,7,0.0028
"3653",1,"FFs6",1,2394,0.9576
"3654",2,"FFs6",1,347,0.1388
"3655",3,"FFs6",1,3,0.0012
"3656",4,"FFs6",1,23,0.0092
"3657",5,"FFs6",1,24,0.0096
"3658",7,"FFs6",1,21,0.0084
"3659",1,"FFs7",1,2479,0.9916
"3660",2,"FFs7",1,62,0.0248
"3661",3,"FFs7",1,12,0.0048
"3662",4,"FFs7",1,5,0.002
"3663",5,"FFs7",1,6,0.0024
"3664",7,"FFs7",1,10,0.004
"3665",1,"FFs8",1,9630,3.852
"3666",2,"FFs8",1,65,0.026
"3667",3,"FFs8",1,79,0.0316
"3668",4,"FFs8",1,22,0.0088
"3669",5,"FFs8",1,12,0.0048
"3670",7,"FFs8",1,14,0.0056
"3671",1,"FFs9",1,4,0.0016
"3672",1,"FFt1",1,399,0.1596
"3673",2,"FFt1",1,1,4e-04
"3674",4,"FFt1",1,3,0.0012
"3675",1,"FFt2",1,22952,9.1808
"3676",2,"FFt2",1,1580,0.632
"3677",3,"FFt2",1,1,4e-04
"3678",4,"FFt2",1,14,0.0056
"3679",5,"FFt2",1,28,0.0112
"3680",1,"FOa1",1,587,0.2348
"3681",2,"FOa1",1,90,0.036
"3682",5,"FOa1",1,3,0.0012
"3683",7,"FOa1",1,4,0.0016
"3684",1,"FOa2",1,637,0.2548
"3685",2,"FOa2",1,200,0.08
"3686",4,"FOa2",1,29,0.0116
"3687",7,"FOa2",1,1,4e-04
"3688",1,"FOa3",1,23,0.0092
"3689",2,"FOa3",1,8,0.0032
"3690",1,"FOz1",1,3649,1.4596
"3691",2,"FOz1",1,736,0.2944
"3692",5,"FOz1",1,3,0.0012
"3693",7,"FOz1",1,212,0.0848
"3694",1,"FOz2",1,1980,0.792
"3695",2,"FOz2",1,419,0.1676
"3696",4,"FOz2",1,4,0.0016
"3697",7,"FOz2",1,111,0.0444
"3698",1,"FOz3",1,2056,0.8224
"3699",2,"FOz3",1,371,0.1484
"3700",7,"FOz3",1,59,0.0236
"3701",1,"FOz4",1,877,0.3508
"3702",2,"FOz4",1,1243,0.4972
"3703",7,"FOz4",1,210,0.084
"3704",1,"FOz5",1,2375,0.95
"3705",2,"FOz5",1,679,0.2716
"3706",3,"FOz5",1,1,4e-04
"3707",4,"FOz5",1,1,4e-04
"3708",7,"FOz5",1,47,0.0188
"3709",1,"FOz6",1,68,0.0272
"3710",1,"FOz7",1,2640,1.056
"3711",2,"FOz7",1,1225,0.49
"3712",4,"FOz7",1,36,0.0144
"3713",5,"FOz7",1,10,0.004
"3714",6,"FOz7",1,1,4e-04
"3715",7,"FOz7",1,43,0.0172
"3716",1,"FOz8",1,167,0.0668
"3717",2,"FOz8",1,16,0.0064
"3718",7,"FOz8",1,2,8e-04
"3719",1,"FRa1",1,2665,1.066
"3720",2,"FRa1",1,1000,0.4
"3721",3,"FRa1",1,3,0.0012
"3722",4,"FRa1",1,60,0.024
"3723",5,"FRa1",1,178,0.0712
"3724",7,"FRa1",1,162,0.0648
"3725",1,"FRa2",1,630,0.252
"3726",2,"FRa2",1,233,0.0932
"3727",4,"FRa2",1,22,0.0088
"3728",5,"FRa2",1,25,0.01
"3729",1,"FRc1",1,181,0.0724
"3730",2,"FRc1",1,98,0.0392
"3731",4,"FRc1",1,1,4e-04
"3732",5,"FRc1",1,11,0.0044
"3733",7,"FRc1",1,30,0.012
"3734",1,"FRc2",1,1522,0.6088
"3735",2,"FRc2",1,2365,0.946
"3736",3,"FRc2",1,6,0.0024
"3737",4,"FRc2",1,9,0.0036
"3738",5,"FRc2",1,62,0.0248
"3739",6,"FRc2",1,47,0.0188
"3740",7,"FRc2",1,535,0.214
"3741",1,"FRd1",1,182,0.0728
"3742",2,"FRd1",1,59,0.0236
"3743",1,"FRd2",1,516,0.2064
"3744",1,"FRg1",1,144,0.0576
"3745",1,"FRg2",1,4640,1.856
"3746",2,"FRg2",1,2004,0.8016
"3747",3,"FRg2",1,30,0.012
"3748",4,"FRg2",1,82,0.0328
"3749",5,"FRg2",1,194,0.0776
"3750",7,"FRg2",1,596,0.2384
"3751",1,"FRg3",1,15,0.006
"3752",1,"FRl1",1,2175,0.87
"3753",2,"FRl1",1,94,0.0376
"3754",4,"FRl1",1,1,4e-04
"3755",5,"FRl1",1,18,0.0072
"3756",1,"FRs1",1,15030,6.012
"3757",2,"FRs1",1,735,0.294
"3758",3,"FRs1",1,48,0.0192
"3759",4,"FRs1",1,7,0.0028
"3760",5,"FRs1",1,27,0.0108
"3761",7,"FRs1",1,75,0.03
"3762",1,"FRs10",1,28,0.0112
"3763",2,"FRs10",1,43,0.0172
"3764",4,"FRs10",1,20,0.008
"3765",1,"FRs11",1,5739,2.2956
"3766",2,"FRs11",1,1293,0.5172
"3767",3,"FRs11",1,4,0.0016
"3768",4,"FRs11",1,108,0.0432
"3769",5,"FRs11",1,132,0.0528
"3770",7,"FRs11",1,211,0.0844
"3771",1,"FRs12",1,2867,1.1468
"3772",2,"FRs12",1,658,0.2632
"3773",4,"FRs12",1,8,0.0032
"3774",5,"FRs12",1,117,0.0468
"3775",7,"FRs12",1,109,0.0436
"3776",1,"FRs13",1,23585,9.434
"3777",2,"FRs13",1,7870,3.148
"3778",3,"FRs13",1,71,0.0284
"3779",4,"FRs13",1,205,0.082
"3780",5,"FRs13",1,1720,0.688
"3781",7,"FRs13",1,807,0.3228
"3782",1,"FRs14",1,18190,7.276
"3783",2,"FRs14",1,2907,1.1628
"3784",3,"FRs14",1,7,0.0028
"3785",4,"FRs14",1,28,0.0112
"3786",5,"FRs14",1,27,0.0108
"3787",7,"FRs14",1,42,0.0168
"3788",1,"FRs15",1,983,0.3932
"3789",2,"FRs15",1,70,0.028
"3790",3,"FRs15",1,1,4e-04
"3791",4,"FRs15",1,1,4e-04
"3792",5,"FRs15",1,2,8e-04
"3793",7,"FRs15",1,23,0.0092
"3794",1,"FRs16",1,13701,5.4804
"3795",2,"FRs16",1,56,0.0224
"3796",4,"FRs16",1,1,4e-04
"3797",1,"FRs17",1,2379,0.9516
"3798",2,"FRs17",1,428,0.1712
"3799",3,"FRs17",1,1,4e-04
"3800",4,"FRs17",1,18,0.0072
"3801",5,"FRs17",1,52,0.0208
"3802",7,"FRs17",1,625,0.25
"3803",1,"FRs19",1,2164,0.8656
"3804",2,"FRs19",1,112,0.0448
"3805",4,"FRs19",1,3,0.0012
"3806",5,"FRs19",1,27,0.0108
"3807",1,"FRs2",1,1664,0.6656
"3808",2,"FRs2",1,544,0.2176
"3809",4,"FRs2",1,20,0.008
"3810",5,"FRs2",1,32,0.0128
"3811",7,"FRs2",1,242,0.0968
"3812",1,"FRs20",1,1446,0.5784
"3813",2,"FRs20",1,286,0.1144
"3814",3,"FRs20",1,47,0.0188
"3815",4,"FRs20",1,27,0.0108
"3816",5,"FRs20",1,37,0.0148
"3817",7,"FRs20",1,137,0.0548
"3818",1,"FRs4",1,2517,1.0068
"3819",2,"FRs4",1,1025,0.41
"3820",3,"FRs4",1,25,0.01
"3821",4,"FRs4",1,138,0.0552
"3822",5,"FRs4",1,69,0.0276
"3823",7,"FRs4",1,88,0.0352
"3824",1,"FRs5",1,174,0.0696
"3825",2,"FRs5",1,5,0.002
"3826",4,"FRs5",1,4,0.0016
"3827",5,"FRs5",1,4,0.0016
"3828",1,"FRs6",1,3373,1.3492
"3829",2,"FRs6",1,246,0.0984
"3830",3,"FRs6",1,4,0.0016
"3831",4,"FRs6",1,99,0.0396
"3832",5,"FRs6",1,16,0.0064
"3833",1,"FRs7",1,2640,1.056
"3834",2,"FRs7",1,724,0.2896
"3835",3,"FRs7",1,10,0.004
"3836",4,"FRs7",1,43,0.0172
"3837",5,"FRs7",1,121,0.0484
"3838",7,"FRs7",1,615,0.246
"3839",1,"FRs8",1,4255,1.702
"3840",2,"FRs8",1,1536,0.6144
"3841",3,"FRs8",1,46,0.0184
"3842",4,"FRs8",1,58,0.0232
"3843",5,"FRs8",1,200,0.08
"3844",7,"FRs8",1,222,0.0888
"3845",1,"FRs9",1,29720,11.888
"3846",2,"FRs9",1,8382,3.3528
"3847",3,"FRs9",1,84,0.0336
"3848",4,"FRs9",1,293,0.1172
"3849",5,"FRs9",1,1333,0.5332
"3850",7,"FRs9",1,1912,0.7648
"3851",1,"FS1",1,2528,1.0112
"3852",2,"FS1",1,94,0.0376
"3853",4,"FS1",1,10,0.004
"3854",5,"FS1",1,4,0.0016
"3855",7,"FS1",1,9,0.0036
"3856",1,"FS10",1,2133,0.8532
"3857",2,"FS10",1,1,4e-04
"3858",1,"FS12",1,800,0.32
"3859",2,"FS12",1,11,0.0044
"3860",4,"FS12",1,7,0.0028
"3861",1,"FS2",1,80,0.032
"3862",2,"FS2",1,103,0.0412
"3863",4,"FS2",1,18,0.0072
"3864",5,"FS2",1,15,0.006
"3865",7,"FS2",1,109,0.0436
"3866",1,"FS3",1,5236,2.0944
"3867",2,"FS3",1,243,0.0972
"3868",4,"FS3",1,1,4e-04
"3869",7,"FS3",1,14,0.0056
"3870",1,"FS5",1,685,0.274
"3871",1,"FS6",1,29980,11.992
